key,source_csv,document,quoted,before,after,confidence,status
C5 · R2,outputs/14_climate_projections/14_summer_trend_stats.csv,docs/report/text/Supplementary_Material.md,0.394,7 0.279 0.424 Yes CEH31 C5 44 0.294 0.234,Yes NW9 C5 62 0.306 0.243 0.393 Yes ---,high,rejected
C1 · p_value,outputs/14_climate_projections/14_winter_trend_stats.csv,report_edits/text/report9.md,0.184,"ic draw plus drainage) track recharge closely, ranging from",m/month at C4 to 0.345 m/month at C1. Residuals are less th,high,rejected
C1 · p_value,outputs/14_climate_projections/14_winter_trend_stats.csv,report_edits/text/report10.md,0.184,"ovement is strongest at C1 Lake Edge (κ = 2.25 m⁻¹, ΔNSE = +","), where shallow water-table evaporation near the lake is th",high,rejected
C5 · R2,outputs/14_climate_projections/14_winter_trend_stats.csv,notes/reference/wtf_interception_methodology.md,0.215,| it applies to **C4 and C5** (D-022) | > | C4 uncorrected,"(n = 38), corrected 0.227 (n = 44) | C4 uncorrected 0.312 (",high,rejected
C5 · Wet_Slack_Exceedances,outputs/14_climate_projections/14_winter_exceedance.csv,docs/papers/paper_1/text/PAPER1_SI_methods.md,1.00,"are highly stable, with median co-assignment above 0.97 ---","at C4 Main Forest, 0.99 at C5 Coastal Forest, and 0.98 at b",high,proposed
C5 · Wet_Slack_Exceedances,outputs/14_climate_projections/14_winter_exceedance.csv,docs/web_tools/text/NRG_Web_Tools_Technical_Note.md,1.00,ummer is the climatological Apr--Sep total (always at m_P =,). ## A3.2 P_flood linear form (Table 10) Forecast 3 (cumu,high,proposed
C5 · Wet_Slack_Exceedances,outputs/14_climate_projections/14_winter_exceedance.csv,docs/report/text/Newborough_Methods_Supplement.md,1.000,usters' β₁ CIs are comfortably positive (β₁ frac positive =,"in every cluster), the CIs are narrow (C1: 4.25--4.93; C5:",high,proposed
C5 · Dry_Slack_Exceedances,outputs/14_climate_projections/14_winter_exceedance.csv,docs/papers/paper_1/text/PAPER1_SI_methods.md,1.00,"are highly stable, with median co-assignment above 0.97 ---","at C4 Main Forest, 0.99 at C5 Coastal Forest, and 0.98 at b",high,proposed
C5 · Dry_Slack_Exceedances,outputs/14_climate_projections/14_winter_exceedance.csv,docs/web_tools/text/NRG_Web_Tools_Technical_Note.md,1.00,ummer is the climatological Apr--Sep total (always at m_P =,). ## A3.2 P_flood linear form (Table 10) Forecast 3 (cumu,high,proposed
C5 · Dry_Slack_Exceedances,outputs/14_climate_projections/14_winter_exceedance.csv,docs/report/text/Newborough_Methods_Supplement.md,1.000,usters' β₁ CIs are comfortably positive (β₁ frac positive =,"in every cluster), the CIs are narrow (C1: 4.25--4.93; C5:",high,proposed
Western_Block · p_value_PET_win_to_spr,outputs/11_forecasting_thresholds/11_forecast_spring_transfer_functions.csv,docs/report/text/Newborough_Methods_Supplement.md,0.337,"y indistinguishable --- MSL5 r = +0.83 \[0.59, 0.93\], RMSE","Ellenberg-F units; EWI r = +0.81 \[0.55, 0.93\], RMSE 0.352",high,proposed
Forest · p_value_PET_win_to_spr,outputs/11_forecasting_thresholds/11_forecast_spring_transfer_functions.csv,docs/report/text/Newborough_Methods_Supplement.md,1.00,"terception β₂ (winter, summer) Baseline (2005--2026)",", 1.00 1.00, 1.00 0.24 1.00,",high,proposed
Forest · p_value_PET_win_to_spr,outputs/11_forecasting_thresholds/11_forecast_spring_transfer_functions.csv,docs/web_tools/text/NRG_Web_Tools_User_Manual.md,1.00,ier to the live m_P or to the climatological default (m_P =,). ## A5.1 Manual fallback If the live fetch fails (CORS r,high,proposed
Forest · p_value_PET_win_to_spr,outputs/11_forecasting_thresholds/11_forecast_spring_transfer_functions.csv,docs/web_tools/text/NRG_Web_Tools_Technical_Note.md,1.00,ummer is the climatological Apr--Sep total (always at m_P =,). ## A3.2 P_flood linear form (Table 10) Forecast 3 (cumu,high,proposed
Forest · p_value_PET_win_to_spr,outputs/11_forecasting_thresholds/11_forecast_spring_transfer_functions.csv,readme.md,1.00,--|------|------|--------|--------|----|-----| | Baseline |,| 1.00 | 1.00 | 1.00 | 0.24 | 1.00 | | UKCP18 2050s | 1.10,high,proposed
Coastal_Forest · R2,outputs/11_forecasting_thresholds/11_forecast_spring_transfer_functions.csv,docs/report/text/Newborough_Methods_Supplement.md,0.960,te. Five-cluster R² values range from 0.719 (Lake Edge) to,"(Coastal Forest), with the two forest clusters (C4 and C5)",high,proposed
Coastal_Forest · p_value_intercept,outputs/11_forecasting_thresholds/11_forecast_spring_transfer_functions.csv,docs/report/text/Supplementary_Material.md,0.143,"spring (γ = +0.135, p = 0.015 for the linear-capped form; +",", p = 0.011 for the exponential), so the all-season gradient",high,proposed
C1 · lambda_multiplier,outputs/11_forecasting_thresholds/11_forecast_pflood_summary.csv,docs/report/text/Newborough_Methods_Supplement.md,1.10,tiplier *1.0 + (clearfell − 1.0) / 2.0*. Fallback values of,(clearfell) and 1.05 (thinning) are returned if the 10e fil,high,proposed
C2 · lambda_multiplier,outputs/11_forecasting_thresholds/11_forecast_pflood_summary.csv,docs/report/text/Newborough_Methods_Supplement.md,1.20,5.0 of Script 19 (April 2026) replaced an earlier hardcoded,with this dynamic load. The thinning multiplier is the same,high,proposed
ceh14 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report10.md,0.182,mproves iterative NSE at all five clusters (ΔNSE +0.028 to +,"), consistent with capillary connectivity between the water",high,proposed
ceh14 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/report/text/Supplementary_Material.md,0.182,the same narrow band as the geologically separate C3 wells (,"). At the individual wells previously highlighted, CEH14 pea",high,proposed
nw10 · amp_coefficient,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/academic_summaries/text/academic_Summary.md,1.72,ript 32 C4 amplification coefficient (canonical),× site mean Script 33/35 C1 amplification coeff,high,proposed
ceh2 · amp_coefficient,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/academic_summaries/text/academic_Summary.md,1.72,ript 32 C4 amplification coefficient (canonical),× site mean Script 33/35 C1 amplification coeff,high,proposed
ceh2 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/report/text/Supplementary_Material.md,0.161,- ------- ------- ------- ----- CEH11 C1 59 0.235,0.312 CEH23 C1 44 0.206 0.116 0.255 C,high,proposed
ceh32 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report9.md,0.134,"h water table depth: C1 (ΔNSE = +0.184, κ = 2.25 m⁻¹), C4 (+",", κ = 0.20), C2 (+0.094, κ = 0.95), C3 (+0.043, κ = 0.45) an",high,proposed
ceh32 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report10.md,0.134,e means even weak coupling produces a measurable NSE gain (+,). The standard SSM is retained as the primary operational m,high,proposed
ceh42 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report9.md,0.129,ol-differenced methods agree closely --- raw BACI vs CEH4 (+,m) and synthetic control from 11 donor wells (+0.137 m) ---,high,proposed
ceh42 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/report/text/Newborough_Methods_Supplement.md,0.129,owered by 0.2 m. The paired BACI shift at CEH36 vs CEH4 is +,m for the Pure Scraping era and +0.024 m for the Felling Pu,high,proposed
nw8b · amp_coefficient,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report.md,1.27,β₂ = 2.56) while C5 occupies the lower coastal ground (β₂ =,). Per-well analysis within the forest zone shows that eleva,high,proposed
nw8b · amp_coefficient,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report12.md,1.27,w coefficient. **Of the two forested clusters only C5 (β₂ =,) falls below the open-dune range (C2: 1.74; C3: 1.81); C4\',high,proposed
nw8b · amp_coefficient,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report9.md,1.27,"at C4 (2.56), followed by C3 (1.81) and C2 (1.74), with C5 (",) and C1 (0.92) lowest. The C4 value of β₂ slightly exceeds,high,proposed
nw6 · amp_coefficient,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/papers/paper_1/text/Paper1.md,1.24,one reproduces every cluster\'s coefficient (ratios 1.01 to,", per-well r = +0.944). Over ±0.5 m about the datum (3.2--4.",high,proposed
ceh37 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report9.md,0.107,\<0.001 \*\*\* CEH18 Treatment Felling Pulse,"\[0.025, 0.189\] 0.011 \* CEH18 Treatment Af",high,proposed
ceh9 · amp_coefficient,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/report/text/Newborough_Methods_Supplement.md,1.20,tuting an arithmetic construct. The β₂ multiplier fallback (,) is independent and remains in place --- it activates only,high,proposed
ceh18 · amp_coefficient,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report9.md,1.08,"omputed using CEH36's own SSM coefficients (β₁ = 2.68, β₂ =",", β₃ = 0.046) and Sy = 0.35. (Source: 09d_01_scenario_compar",high,proposed
ceh11 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report9.md,0.124,0.001 \*\* CEH36 Treatment Felling Pulse,"\[0.065, 0.183\] \<0.001 \*\*\* CEH18 Treatment",high,proposed
ceh11 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/report/text/Newborough_Methods_Supplement.md,0.124,"Baseline, p = 0.011) to 0.142 (Pure Scraping, p = 0.001) to","(Felling Pulse, p \< 0.001) --- a structural drainage signa",high,proposed
ceh26 · ci_lo,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/report/text/Supplementary_Material.md,0.493,ion CEH26 Reference C1 (Lake Edge) 0.0865 -,364 -0.268 -0.221 47 Calibration CEH27 Ref,high,proposed
ceh6 · amp_coefficient,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/report/text/Supplementary_Material.md,0.514,ion CEH5 Reference C1 (Lake Edge) 0.0972 -,320 -0.263 -0.240 24 Calibration CEH6 Ref,high,proposed
ceh6 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report9.md,0.104,1\] 0.055 ns CEH21 Treatment After Scraping,"\[−0.012, 0.220\] 0.076 ns CEH4 Control Ba",high,proposed
ceh6 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/report/text/Newborough_Methods_Supplement.md,0.104,"it reaches the dipwell network. β₃ also shifts (0.080 pre,","post), suggesting drainage now operates against a less-buff",high,proposed
ceh3 · ci_lo,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/report/text/Supplementary_Material.md,0.252,C4 60 0.236 0.188 0.317 Yes CEH20 C4 51,0.210 0.322 Yes CEH30 C4 49 0.272 0.214 0,high,proposed
ceh3 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report12.md,0.137,"n the same direction (raw BACI +0.129 m, synthetic control +","m, SSM forward residual +0.081 m), with a paired summer min",high,proposed
ceh3 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report9.md,0.137,CEH4 (+0.129 m) and synthetic control from 11 donor wells (+,"m) --- while the SSM forward residual, an autonomous-foreca",high,proposed
ceh3 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,docs/papers/paper_2/text/Hollingham_2026_Paper2_amended.md,0.137,"om the three methods: raw BACI +0.129 m, synthetic control +","m, SSM residual +0.073 m. Source: 09_scrape_08_ceh36_robust",high,proposed
ceh3 · se,outputs/35_amplification_metric/35_per_well_amplification.csv,report_edits/text/report9.md,0.1374,.0032 Median iterative R² 0.638 0.773,Median iterative NSE −0.025 0.719 0.824,high,proposed
2019 / 2021 · change_mm,outputs/34_window_sensitivity/34_window_matrix.csv,docs/report/text/Newborough_Methods_Supplement.md,21.4,"t separate secular change from window choice (Script 34, §S.",). The differential-movement map isolates the secular compon,high,proposed
