id,verdict,reason,better,batch,attribution_read
report13:2ebd142677,deny,"bibliographic reference number (volume/issue/page/year), not a pipeline quantity",,report10-16,1 external / forest recovery (edge excluded) / canopy polygon vs forest clusters · statistic = 0.955 [31_validation_summary.csv]
report13:e76a05c5a4,deny,"bibliographic reference number (volume/issue/page/year), not a pipeline quantity",,report10-16,MSL_HYDRO_YEAR_START_MONTH = 6 [config.py]
report13:36a79520ef,deny,"bibliographic reference number (volume/issue/page/year), not a pipeline quantity",,report10-16,C2 · n_years = 21 [14_spring_trend_stats.csv]
report13:436475e8cb,deny,"bibliographic reference number (volume/issue/page/year), not a pipeline quantity",,report10-16,SLACK_MIN_FLOOR_M = 2 [config.py]
report15:4d11795584,confirm,comprises 57 steps matches pipeline_steps_registered,,report10-16,pipeline_steps_registered = 57 [pipeline_manifest.json]
report15:8d01bae992,confirm,across 18 phases matches pipeline_phases_total,,report10-16,pipeline_phases_total = 18 [pipeline_manifest.json]
report15:216b9ed122,confirm,66 reference network wells is the legitimate derived reference-network count,,report10-16,66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv]
report15:12e2d60b93,deny,sentence states the NRW LiDAR DTM's 2 m resolution; CCW_PIPE_BASE_M is an unrelated dipwell base-depth constant,(no pipeline key needed; external DTM spec),report10-16,CCW_PIPE_BASE_M = -2 [config.py]
report15:0ddb6d1696,deny,"the 4.0 is the Creative Commons licence version (CC-BY-NC-SA 4.0), not a scale factor",(no pipeline key needed; licence version),report10-16,2005_2025 / primary · s_cf_ci_hi = 4.0242 [37_scale_factors_by_window.csv]
report15:04c59f5b3c,deny,"5.95 m is the georeferencing RMSE of the 1899 OS sheet, not the coastal transect diff_coast_inland_m",(no pipeline key needed; external georeferencing stat),report10-16,2012.0 · diff_coast_inland_m = -5.94567 [38_transect.csv]
report15:001c63aeac,deny,"3.27 m is the same georeferencing RMSE excluding two outliers, not C4's forest-zone mean",(no pipeline key needed; external georeferencing stat),report10-16,mean of C4_mean · C4_mean = 3.2706 [10c_forest_zone_cluster_summary.csv]
report16:b341a28071,confirm,z0 datum row directly states config.drainage_datum = 3.7,,report10-16,DRAINAGE_DATUM = 3.7 [config.py]
report16:f0eb011e1e,deny,"the 2 is the constant in ln(2) from the t1/2 formula quoted, not WTF_C_DRY_BASELINE",,report10-16,WTF_C_DRY_BASELINE = 2 [config.py]
report16:f81f11b296,confirm,h0 row directly states config.drawdown_h0_mm = 150.0,,report10-16,DRAWDOWN_H0_MM = 150 [config.py]
report16:7d51c6bcd9,confirm,k row directly states config.drawdown_k_mday = 6.0,,report10-16,DRAWDOWN_K_MDAY = 6 [config.py]
report16:281e4fc23a,confirm,b row directly states config.drawdown_b_m = 5.0,,report10-16,DRAWDOWN_B_M = 5 [config.py]
report16:e1abc57671,confirm,alpha row directly states config.detectability_alpha = 0.05,,report10-16,DETECTABILITY_ALPHA = 0.05 [config.py]
report16:3a31b81405,deny,"LCSC_DATA_LIMIT is the comparison-window record length in months, not the formula's 100/beta1 percentage-conversion constant (same name origin, different quantity)",,report10-16,LCSC_DATA_LIMIT = 100 [config.py]
report16:86717d556f,deny,"8.5 is the RCP8.5 scenario pathway label, not C2's winter we_mean_mm from 19_scenario_summary.csv",,report10-16,ukcp18_2050s · C2 · winter · we_mean_mm = 8.50707 [19_scenario_summary.csv]
report16:3dd5fee697,confirm,88 = 66 reference + 22 extended is the legitimate derived dipwell count,,report10-16,66 reference + 22 extended well columns = 88 dipwells = 88 [01_wells_reference.csv]
report16:a2fe66f531,deny,"sentence explicitly says these VIF thresholds are 'rules of thumb, not pipeline outputs'; RANWELL_IDW_MIN_DIST_M is an unrelated IDW distance constant",,report10-16,RANWELL_IDW_MIN_DIST_M = 5 [config.py]
report16:ed10d1f6ef,deny,same VIF rule-of-thumb sentence; SCRAPE_RISE_BUFFER_M is an unrelated coastal/scrape geometry constant,,report10-16,SCRAPE_RISE_BUFFER_M = 10 [config.py]
report16:5d966407e9,deny,"the ~2 t-stat threshold is a generic rule of thumb, not benchmark_wells_SSM_worse (a count)",,report10-16,benchmark_wells_SSM_worse = 2 [08_report_numbers.csv]
report16:61ff6ca514,confirm,directly states values below detectability_alpha = 0.05,,report10-16,DETECTABILITY_ALPHA = 0.05 [config.py]
report16:802ca0cabe,confirm,directly states computed at detectability_alpha = 0.05,,report10-16,DETECTABILITY_ALPHA = 0.05 [config.py]
report16:6cea47bac7,confirm,"directly states diff_power_target = 0.80, an alias of DETECTABILITY_POWER",,report10-16,DETECTABILITY_POWER = 0.8 [config.py]
report11:cec56dbe06,confirm,spring resid_sd_mm matches 286 mm spring basis,,report10-16,spring_mam / 2005_2025 · resid_sd_mm = 285.694 [32_site_mean_trend.csv]
report11:25a311c704,confirm,annual resid_sd_mm matches 213 mm annual basis,,report10-16,annual_all_month / 2005_2025 · resid_sd_mm = 213.334 [32_site_mean_trend.csv]
report11:8353be5c15,confirm,power_target=0.8 as % matches '80% power',,report10-16,spring_mam · power_target = 0.8 [32_site_mean_trend.csv] as %
report11:f6f932666d,deny,sentence is the minimum-detectable rate (MDE) at 80% power; Clearfell_SE_m is an unrelated BACI standard error,min_detectable_mm_yr [32_site_mean_trend.csv],report10-16,Climate / Impact · Clearfell_SE_m = 0.0305 [10d_08_spring_mixed_model_results.csv] as mm
report11:90cea82ef2,deny,"'order of 7 mm/yr...five decades' is an extrapolated MDE threshold; neither candidate (PET monthly trend, forest-impact shift) is that quantity",,report10-16,full_record / 12 · slope_mm_per_yr = -0.00663913 [00_06_pet_monthly_trends.csv] as mm
report11:a4cdbebc5d,confirm,pet_warming_dT matches 0.73 degC rise,,report10-16,pet_warming_dT = 0.728889 [00_report_numbers.csv]
report11:87450057d2,confirm,pet_warming_pct_T matches 7.2%,,report10-16,pet_warming_pct_T = 7.20404 [00_report_numbers.csv]
report11:66000cdc12,confirm,pet_warming_pct_PET matches 3.0%,,report10-16,pet_warming_pct_PET = 3.00296 [00_report_numbers.csv]
report11:a126068756,deny,"sentence states the 1931-1960 30-year mean PET (~631); attribution is the single year 1961, not the mean",30-year mean of Annual_PET_mm 1931-1960 [00_01_annual_climate_summary.csv],report10-16,1961 · Annual_PET_mm = 631.213 [00_01_annual_climate_summary.csv]
report11:196a0f0275,deny,"sentence states the 1996-2025 30-year mean PET (~650); attribution is a single year (1975/1988 tie), not the mean",30-year mean of Annual_PET_mm 1996-2025 [00_01_annual_climate_summary.csv],report10-16,1975 · Annual_PET_mm = 650.18 [00_01_annual_climate_summary.csv]
report11:db03f1f5d0,confirm,pet_warming_elasticity matches 0.42,,report10-16,pet_warming_elasticity = 0.416844 [00_report_numbers.csv]
report11:ae0767f292,confirm,CoeffShift_NW10_b3_after matches NW10 beta_3=0.043,,report10-16,CoeffShift_NW10_b3_after = 0.0432 [10_consolidated_report_numbers.csv]
report11:21295f14ac,deny,sentence states C4's median beta_3 (0.019); Sy_OLS_SE is an unrelated specific-yield standard error,C4 (Main Forest) · beta_3_median = 0.018984 [03_05_bootstrap_ci.csv],report10-16,C4 (Main Forest) / False · Sy_OLS_SE = 0.0186692 [17_wtf_01_sy_estimates.csv]
report11:f431798422,confirm,Forest/Impact s_coast_fitted matches 1.59,,report10-16,Forest / Impact · s_coast_fitted = 1.59224 [10a_10_coastal_fixed1_sensitivity.csv]
report11:878f85f953,confirm,Forest/Impact s_coast_se matches ±0.44,,report10-16,Forest / Impact · s_coast_se = 0.442077 [10a_09_coastal_scale_factor.csv]
report11:b390641359,confirm,Combined/Impact s_coast_fitted matches 1.34,,report10-16,Combined / Impact · s_coast_fitted = 1.33808 [10a_10_coastal_fixed1_sensitivity.csv]
report11:5ae62317ab,confirm,Combined/Impact s_coast_se pairs with the 1.34 combined estimate,,report10-16,Combined / Impact · s_coast_se = 0.608444 [10a_09_coastal_scale_factor.csv]
report11:162d929a36,confirm,FarField/Impact s_coast matches -1.51,,report10-16,FarField / Impact · s_coast = -1.50833 [10a_09_coastal_scale_factor.csv]
report11:c69c76a9d6,confirm,"FarField/Impact s_coast_se is the same row's SE, correctly paired",,report10-16,FarField / Impact · s_coast_se = 0.612817 [10a_09_coastal_scale_factor.csv]
report11:9a3bdb6dea,deny,"PUBLISHED_MAX_PROFILE_RATE is a Pye & Blott shoreline-retreat-rate constant, not the water-balance closure percentage",water-balance closure % [16_water_balance / 16_water_bal_table.csv],report10-16,PUBLISHED_MAX_PROFILE_RATE = 1.8 [config.py]
report11:32ba7e4f26,confirm,66 reference wells is the legitimate derived count,,report10-16,66 well columns in reference (lake excluded) = 66 [01_wells_reference.csv]
report11:5445abe941,deny,"+-0.01 m/month is a residual threshold, not a clearfell mixed-model standard error",,report10-16,Forest / Forest Ctrl · Clearfell_SE_m = 0.0147 [10d_08_spring_mixed_model_results.csv]
report11:cfd6d65535,deny,"oos_R_open_water_ratio_p16 is a modelled:observed area-ratio percentile (Script 45), not the r=0.47 MSL5-vs-summer-min-slope correlation",,report10-16,oos_R_open_water_ratio_p16 = 0.466532 [45_report_numbers.csv]
report11:0be565a493,deny,sentence's 'forest control gain' is a C4/C5 forest-cluster quantity; C2's driver-validation residual is the wrong cluster/subject,,report10-16,C2 max of residual_2018_2025 · residual_2018_2025 = 126.719 [37_driver_validation_per_well.csv]
report11:1231c34460,deny,'+90 mm...climate control gain' needs the open-dune Climate group's value; Forest/Impact Clearfell_SE_m is a standard error for the wrong subject (Forest),,report10-16,Forest / Impact · Clearfell_SE_m = 0.0903 [10d_08_spring_mixed_model_results.csv] as mm
report11:eed09e0213,deny,"Spread_Climate_Edge_step_range is a BACI single-control-well sensitivity spread, not the MSL5-window forest-vs-climate excess figure",,report10-16,Spread_Climate_Edge_step_range = 0.0764291 [10_consolidated_report_numbers.csv] as mm
report10:63ec2540f6,confirm,C2's n_years coincides with the site's reference-record length (21 years),,report10-16,C2 · n_years = 21 [14_spring_trend_stats.csv]
report10:bb1c666f18,deny,sentence is the mean recovery against the forest control; clearfell.peak_mm is a different (peak) statistic,ANCOVA_Forest_Impact_clearfell_step [10_consolidated_report_numbers.csv],report10-16,clearfell · peak_mm = 113.1 [37b_driver_footing.csv]
report10:6572188bd0,confirm,legitimate derived 88-well network count,,report10-16,66 reference + 22 extended well columns = 88 dipwells = 88 [01_wells_reference.csv]
report10:7452eba45d,deny,"sentence states the long-run mean P/PET (1.36); attribution is a single year (1939), not the mean",Long-term mean · P_PET_ratio [00_01_annual_climate_summary_short.csv],report10-16,1939 · P_PET_ratio = 1.35826 [00_01_annual_climate_summary.csv]
report10:03ebe08a23,confirm,matches 66 reference wells,,report10-16,climate · n_wells_evaluated = 66 [37b_driver_footing.csv]
report10:13853a0ef3,confirm,legitimate derived 22-well extended-network count,,report10-16,22 well columns in extended (lake excluded) = 22 [01_wells_extended.csv]
report10:0d13c42246,deny,24% is Freeman (2008)'s cited canopy interception figure = FOREST_INTERCEPTION; SSM_drain_frac is a different quantity (drainage share of losses),FOREST_INTERCEPTION = 0.24 [config.py],report10-16,C4 (Main Forest) · SSM_drain_frac = 0.2388 [16_water_bal_rec_table.csv] as %
report10:899d6425f0,confirm,directly states the 3.7 m drainage datum,,report10-16,DRAINAGE_DATUM = 3.7 [config.py]
report10:5957abfe33,deny,"the 2 is the constant in ln(2) from the t1/2 formula quoted, not benchmark_wells_SSM_worse",,report10-16,benchmark_wells_SSM_worse = 2 [08_report_numbers.csv]
report10:ac3f9f8aac,confirm,matches the coastal reach L_cg = 900 m,,report10-16,c3_only_mam / linear_capped_cfix · L_m = 900 [25_01_panel_fit_parameters.csv]
report10:2aa4e3ef5a,deny,"sentence states r-squared for the t1/2 regression; depth_bg is point p2's flood depth in metres, a different quantity",,report10-16,p2 · depth_bg = 0.7 [11b_03_pflood_per_well.csv]
report10:c3c40edca9,unsure,neither candidate is a regression coefficient of per-well slopes on the coastal predictor; both are unrelated per-well diagnostic values,,report10-16,ceh36 · depth_bg = 0.974667 [11b_03_pflood_per_well.csv]
report10:1410c605d1,confirm,k=5 is the legitimate derived partition size,,report10-16,distinct clusters in cluster_k5 (k = 5) · cluster_k5 = 5 [02_07_cluster_membership_k5.csv]
report10:40e1aac341,deny,sentence's r=+0.58 is beta_3 vs distance-to-coast within C3 (Script 29); Mid_drain_frac is an unrelated C2 water-balance fraction,C3_beta3_vs_inland_r [29_report_numbers.csv],report10-16,C2 (Dune) · Mid_drain_frac = 0.5761 [16_water_bal_rec_table.csv]
report10:8cefc4aec3,deny,"sentence's r=-0.83 is specific yield vs distance-to-coast within C3, not C4-forest-zone beta_3 vs elevation",C3_Sy_vs_inland_r [29_report_numbers.csv],report10-16,β₃_drainage · r_vs_Elevation = -0.831 [10c_forest_zone_correlations.csv]
report10:31446b74cb,confirm,matches 66 reference wells,,report10-16,coast_erosion · n_wells_evaluated = 66 [37b_driver_footing.csv]
report10:f00d1af913,deny,"+0.02 m/month is a residual threshold, not a clearfell mixed-model coefficient",,report10-16,MixedModelSpring_Climate_Far-field Ctrl_clearfell = 0.0167 [10_consolidated_report_numbers.csv]
report10:632fd01cb3,unsure,plausible cluster-median match but the source file is unregistered and the margin is close,,report10-16,C2 median of mean_residual_m · mean_residual_m = 0.00528138 [24b_01_cluster_climatology.csv]
report10:50a6470ff0,deny,p=0.07 is for the west-to-east residual gradient test; Climate/Coastal Ctrl Clearfell_p is an unrelated BACI p-value,,report10-16,Climate / Coastal Ctrl · Clearfell_p = 0.0651533 [10d_08_spring_mixed_model_results.csv]
report10:2687fdf07e,deny,p=0.17 is for the ridge-to-dune (northing) gradient test; full_record/8 p_value is an unrelated August PET-trend p-value,,report10-16,full_record / 8 · p_value = 0.174324 [00_06_pet_monthly_trends.csv]
report10:58bd003e38,deny,p=0.97 is for the ridge cross-correlation lag test (n=50); well_record/1 p_value is unrelated,,report10-16,well_record / 1 · p_value = 0.972929 [00_06_pet_monthly_trends.csv]
report10:506e854a0e,confirm,matches n=50 in the cross-correlation test,,report10-16,min of N_summer · N_summer = 50 [16_water_bal_rec_table.csv]
report10:178aea47e1,confirm,directly states the 3.7 m datum,,report10-16,DRAINAGE_DATUM = 3.7 [config.py]
report10:fa6ecf7312,confirm,directly states the 3.7 m datum,,report10-16,DRAINAGE_DATUM = 3.7 [config.py]
report10:7b37c079b5,confirm,min of Delta_NSE is the same benchmark-table column as the confirmed +0.184 maximum,,report10-16,min of Delta_NSE · Delta_NSE = 0.033 [15_03_benchmark_table.csv]
report10:eb73c9dd71,confirm,C1 Delta_NSE matches the range's upper end +0.184,,report10-16,C1 · Delta_NSE = 0.184 [15_03_benchmark_table.csv]
report10:c6dfa46c29,deny,"kappa=2.25 is C1's depth-coupling coefficient; h_disp_eq_m is ceh32's equilibrium wetness index, a different quantity",,report10-16,ceh32 · C4 · h_disp_eq_m = 2.25026 [26_equilibrium_wetness_index_per_well.csv]
report10:f2866a28dd,confirm,C1 Delta_NSE matches +0.184,,report10-16,C1 · Delta_NSE = 0.184 [15_03_benchmark_table.csv]
report10:09dcce0730,confirm,min of Best_Kappa_m-1 matches C4's kappa=0.20,,report10-16,min of Best_Kappa_m-1 · Best_Kappa_m-1 = 0.2 [15_03_benchmark_table.csv]
report10:87c87329bf,confirm,C4 Delta_NSE matches +0.134,,report10-16,C4 · Delta_NSE = 0.134 [15_03_benchmark_table.csv]
report10:c79243743a,confirm,matches the C4 centroid beta_3=0.018,,report10-16,c4_centroid_beta3 · Value = 0.0184551 [30_c4_report_numbers.csv]
report10:9f94e3bb11,confirm,directly states the 3.7 m datum,,report10-16,DRAINAGE_DATUM = 3.7 [config.py]
report10:b188d40823,confirm,ceh32 VIF_full matches 1.09 at C4,,report10-16,Ceh32 · VIF_full = 1.09447 [30_c4_perwell_beta3.csv]
report10:b135dd0acf,confirm,C4 corr_PET_hd matches -0.04,,report10-16,C4 (Main Forest) · corr_PET_hd = -0.0421877 [30_c4_identifiability_by_cluster.csv]
